ID_Transaccion,Categoria_Producto,Precio_Unitario,Cantidad,Descuento_Aplicado,Tiempo_En_Web_Minutos,Distancia_Envio_Km,Costo_Envio,Total_Compra
7451,Postres Individuales,29800.0,1,0.0,23.8,9.0,16500.0,41219.0
7452,Bebidas,64831.0,12,0.1,36.0,12.4,21600.0,718642.0
7453,Galletas y Brownies,49545.0,13,0.0,29.3,13.6,23400.0,667566.0
7454,Postres Individuales,75636.0,9,0.1,32.6,3.5,8250.0,623666.0
7455,Bebidas,29590.0,6,0.05,5.5,13.0,22500.0,192437.0
7456,Tortas Personalizadas,60359.0,11,0.05,2.7,8.4,15600.0,648069.0
7457,Galletas y Brownies,65236.0,13,0.0,43.7,13.9,23850.0,873251.0
7458,Bebidas,17119.0,14,0.15,20.1,13.8,23700.0,228040.0
7459,Bebidas,37047.0,12,0.0,18.7,6.1,12150.0,453434.0
7460,Panaderia Artesanal,43625.0,6,0.0,3.0,10.0,18000.0,281558.0
7461,Postres Individuales,33455.0,4,0.0,6.7,13.1,22650.0,155612.0
7462,Panaderia Artesanal,30769.0,13,0.1,42.4,6.1,12150.0,370489.0
7463,Galletas y Brownies,59914.0,2,0.0,31.7,1.1,4650.0,123921.0
7464,Bebidas,22269.0,8,0.05,19.3,5.7,11550.0,182062.0
7465,Panaderia Artesanal,61751.0,8,0.1,40.8,5.8,11700.0,456355.0
7466,Postres Individuales,79804.0,3,0.1,27.2,12.2,21300.0,236987.0
7467,Galletas y Brownies,50216.0,7,0.0,34.0,5.0,10500.0,361968.0
7468,Tortas Personalizadas,53915.0,14,0.05,20.3,13.5,23250.0,742358.0
7469,Panaderia Artesanal,10515.0,7,0.0,20.3,8.5,15750.0,86760.0
7470,Galletas y Brownies,74158.0,14,0.15,4.5,9.0,16500.0,898983.0
7471,Tortas Personalizadas,27836.0,5,0.1,33.4,12.2,21300.0,147521.0
7472,Panaderia Artesanal,54204.0,5,0.1,5.8,2.5,6750.0,251011.0
7473,Galletas y Brownies,83329.0,8,0.1,34.7,0.8,4200.0,606271.0
7474,Galletas y Brownies,52640.0,4,0.0,9.8,1.3,4950.0,215823.0
7475,Panaderia Artesanal,62977.0,1,0.0,12.3,0.9,4350.0,66790.0
7476,Galletas y Brownies,40626.0,1,0.0,41.4,10.6,18900.0,58543.0
7477,Bebidas,9829.0,9,0.0,22.0,4.1,9150.0,95199.0
7478,Panaderia Artesanal,68808.0,4,0.15,6.9,12.9,22350.0,255332.0
7479,Galletas y Brownies,7800.0,1,0.0,40.9,13.3,22950.0,28912.0
7480,Tortas Personalizadas,61053.0,13,0.15,21.2,5.7,11550.0,686016.0
7481,Tortas Personalizadas,6834.0,2,0.15,7.2,3.3,7950.0,16713.0
7482,Bebidas,73984.0,10,0.1,18.5,7.7,14550.0,680531.0
7483,Panaderia Artesanal,17611.0,7,0.05,27.1,12.3,21450.0,137934.0
7484,Galletas y Brownies,46142.0,2,0.0,17.3,10.4,18600.0,112684.0
7485,Galletas y Brownies,52772.0,1,0.0,41.7,0.9,4350.0,57979.0
7486,Tortas Personalizadas,41604.0,10,0.05,13.2,0.6,3900.0,400909.0
7487,Bebidas,32261.0,14,0.0,9.1,2.2,6300.0,458043.0
7488,Tortas Personalizadas,42425.0,9,0.0,11.1,5.4,11100.0,394324.0
7489,Tortas Personalizadas,29913.0,14,0.05,5.1,8.3,15450.0,413373.0
7490,Bebidas,40050.0,5,0.15,21.2,12.4,21600.0,190532.0
7491,Panaderia Artesanal,33713.0,14,0.15,39.7,2.6,6900.0,407343.0
7492,Galletas y Brownies,50296.0,13,0.0,14.8,2.7,7050.0,661738.0
7493,Panaderia Artesanal,24034.0,4,0.15,12.7,13.0,22500.0,104942.0
7494,Postres Individuales,84093.0,4,0.05,37.9,13.9,23850.0,343768.0
7495,Postres Individuales,45070.0,14,0.1,14.8,8.5,15750.0,583752.0
7496,Postres Individuales,20533.0,11,0.0,22.2,11.9,20850.0,247060.0
7497,Bebidas,43165.0,13,0.1,2.9,5.5,11250.0,515013.0
7498,Tortas Personalizadas,74313.0,1,0.1,14.0,14.2,24300.0,91412.0
7499,Panaderia Artesanal,6745.0,3,0.05,7.2,13.6,23400.0,42139.0
7500,Galletas y Brownies,59364.0,13,0.0,6.1,12.8,22200.0,793677.0
7501,Postres Individuales,48837.0,1,0.1,20.3,0.7,4050.0,45123.0
7502,Panaderia Artesanal,18565.0,5,0.15,13.6,8.1,15150.0,94643.0
7503,Postres Individuales,70398.0,5,0.15,8.7,0.9,4350.0,301507.0
7504,Postres Individuales,34511.0,9,0.0,23.7,10.3,18450.0,327068.0
7505,Galletas y Brownies,28504.0,13,0.0,35.6,3.2,7800.0,378956.0
7506,Bebidas,71250.0,8,0.0,33.5,9.8,17700.0,585214.0
7507,Tortas Personalizadas,56082.0,5,0.1,12.4,1.9,5850.0,259384.0
7508,Bebidas,76861.0,5,0.1,12.9,11.5,20250.0,364961.0
7509,Panaderia Artesanal,55391.0,7,0.0,33.3,11.0,19500.0,408088.0
7510,Bebidas,64265.0,12,0.15,25.7,0.6,3900.0,657391.0
7511,Panaderia Artesanal,71916.0,2,0.05,33.8,12.0,21000.0,156861.0
7512,Panaderia Artesanal,9379.0,13,0.0,1.6,2.9,7350.0,130417.0
7513,Tortas Personalizadas,67084.0,7,0.0,5.3,2.1,6150.0,475375.0
7514,Galletas y Brownies,54097.0,1,0.0,36.4,7.8,14700.0,67397.0
7515,Tortas Personalizadas,10561.0,14,0.05,38.5,9.1,16650.0,157786.0
7516,Bebidas,45686.0,5,0.0,16.4,2.0,6000.0,230617.0
7517,Panaderia Artesanal,11597.0,12,0.05,43.2,4.9,10350.0,144253.0
7518,Postres Individuales,63876.0,12,0.1,14.6,6.4,12600.0,700777.0
7519,Postres Individuales,48720.0,6,0.0,40.2,14.2,24300.0,318873.0
7520,Panaderia Artesanal,81286.0,13,0.0,19.8,4.1,9150.0,1066955.0
7521,Tortas Personalizadas,19651.0,11,0.05,25.9,4.3,9450.0,214352.0
7522,Galletas y Brownies,53483.0,14,0.0,29.5,10.1,18150.0,767558.0
7523,Tortas Personalizadas,21927.0,10,0.15,7.3,11.0,19500.0,203149.0
7524,Panaderia Artesanal,54125.0,1,0.05,3.1,0.7,4050.0,54287.0
7525,Panaderia Artesanal,62812.0,9,0.0,20.1,2.4,6600.0,571164.0
7526,Galletas y Brownies,62784.0,9,0.05,8.5,5.7,11550.0,548885.0
7527,Bebidas,70206.0,1,0.1,25.4,9.7,17550.0,80678.0
7528,Bebidas,73284.0,4,0.0,21.2,2.4,6600.0,299283.0
7529,Galletas y Brownies,11182.0,8,0.0,6.8,5.7,11550.0,100302.0
7530,Bebidas,32461.0,2,0.1,30.5,1.7,5550.0,63692.0
7531,Postres Individuales,59970.0,13,0.0,2.4,8.8,16200.0,795767.0
7532,Bebidas,44887.0,13,0.0,7.0,6.7,13050.0,597652.0
7533,Bebidas,20254.0,11,0.05,32.0,11.9,20850.0,233072.0
7534,Bebidas,49217.0,13,0.1,24.5,8.8,16200.0,592697.0
7535,Postres Individuales,37595.0,8,0.1,13.8,10.1,18150.0,291126.0
7536,Bebidas,36203.0,10,0.0,9.3,10.2,18300.0,381055.0
7537,Postres Individuales,69780.0,13,0.0,29.4,9.0,16500.0,923810.0
7538,Galletas y Brownies,37608.0,12,0.05,10.4,0.7,4050.0,433882.0
7539,Tortas Personalizadas,7116.0,14,0.1,44.3,12.6,21900.0,111314.0
7540,Galletas y Brownies,9645.0,13,0.05,39.3,13.8,23700.0,142822.0
7541,Tortas Personalizadas,73500.0,9,0.0,7.2,8.2,15300.0,678785.0
7542,Galletas y Brownies,81848.0,9,0.0,38.9,2.1,6150.0,743045.0
7543,Tortas Personalizadas,60073.0,14,0.1,16.5,10.0,18000.0,775962.0
7544,Tortas Personalizadas,34149.0,1,0.05,22.8,5.8,11700.0,46016.0
7545,Panaderia Artesanal,80088.0,9,0.0,7.7,1.6,5400.0,728889.0
7546,Tortas Personalizadas,58024.0,4,0.0,6.7,12.9,22350.0,251773.0
7547,Tortas Personalizadas,72547.0,12,0.15,39.1,10.8,19200.0,756685.0
7548,Panaderia Artesanal,66268.0,12,0.2,28.9,12.2,21300.0,655785.0
7549,Bebidas,35331.0,8,0.0,21.5,12.0,21000.0,301051.0
7550,Bebidas,43296.0,13,0.0,3.1,5.7,11550.0,579588.0
7551,Panaderia Artesanal,19891.0,14,0.0,41.6,7.5,14250.0,294434.0
7552,Postres Individuales,28361.0,9,0.0,17.9,3.9,8850.0,263291.0
7553,Tortas Personalizadas,67250.0,3,0.0,19.6,11.4,20100.0,222039.0
7554,Tortas Personalizadas,76518.0,6,0.0,14.1,8.1,15150.0,473041.0
7555,Panaderia Artesanal,62957.0,3,0.1,40.3,9.9,17850.0,186003.0
7556,Panaderia Artesanal,42214.0,1,0.05,16.5,5.7,11550.0,48313.0
7557,Postres Individuales,11921.0,10,0.1,9.1,10.3,18450.0,123049.0
7558,Bebidas,9556.0,6,0.1,23.3,10.2,18300.0,71075.0
7559,Galletas y Brownies,34946.0,5,0.0,35.5,11.7,20550.0,194427.0
7560,Bebidas,42106.0,3,0.0,17.7,2.8,7200.0,132119.0
7561,Tortas Personalizadas,53730.0,14,0.15,29.9,9.5,17250.0,659404.0
7562,Panaderia Artesanal,5519.0,14,0.1,14.7,13.3,22950.0,93082.0
7563,Postres Individuales,84178.0,4,0.0,32.8,1.9,5850.0,344412.0
7564,Bebidas,34115.0,2,0.0,30.6,14.4,24600.0,91800.0
7565,Postres Individuales,72848.0,12,0.15,31.1,3.5,8250.0,752960.0
7566,Bebidas,47797.0,10,0.0,29.6,14.1,24150.0,502981.0
7567,Tortas Personalizadas,15435.0,10,0.0,8.3,13.1,22650.0,174898.0
7568,Galletas y Brownies,68805.0,13,0.15,40.1,11.7,20550.0,780845.0
7569,Postres Individuales,61786.0,14,0.1,27.0,3.5,8250.0,783823.0
7570,Postres Individuales,47195.0,4,0.05,18.1,3.6,8400.0,187362.0
7571,Galletas y Brownies,46164.0,4,0.0,9.0,4.3,9450.0,192940.0
7572,Postres Individuales,11998.0,3,0.05,35.6,12.3,21450.0,56267.0
7573,Postres Individuales,57468.0,6,0.05,23.6,3.2,7800.0,334817.0
7574,Bebidas,77900.0,1,0.1,7.9,8.9,16350.0,88321.0
7575,Bebidas,12460.0,9,0.0,41.6,11.8,20700.0,132456.0
7576,Galletas y Brownies,26081.0,11,0.2,6.1,7.2,13800.0,243577.0
7577,Tortas Personalizadas,77185.0,10,0.0,24.3,12.7,22050.0,794505.0
7578,Postres Individuales,27748.0,3,0.0,28.1,8.7,16050.0,98765.0
7579,Tortas Personalizadas,57315.0,3,0.0,45.0,9.1,16650.0,190465.0
7580,Galletas y Brownies,47785.0,12,0.05,7.6,10.3,18450.0,564522.0
7581,Galletas y Brownies,52706.0,3,0.1,28.2,12.8,22200.0,165061.0
7582,Bebidas,38263.0,7,0.1,22.2,0.6,3900.0,244194.0
7583,Postres Individuales,28999.0,8,0.0,12.7,6.2,12300.0,242564.0
7584,Panaderia Artesanal,8883.0,2,0.15,42.5,14.5,24750.0,39874.0
7585,Galletas y Brownies,64542.0,1,0.0,35.9,1.9,5850.0,70206.0
7586,Postres Individuales,64687.0,5,0.0,35.3,3.9,8850.0,331009.0
7587,Tortas Personalizadas,58658.0,8,0.05,40.6,8.8,16200.0,461557.0
7588,Bebidas,56491.0,14,0.0,33.0,12.9,22350.0,811407.0
7589,Tortas Personalizadas,24497.0,3,0.05,23.5,1.9,5850.0,78086.0
7590,Galletas y Brownies,6788.0,6,0.0,18.5,0.6,3900.0,46104.0
7591,Galletas y Brownies,69697.0,3,0.0,32.1,10.5,18750.0,225931.0
7592,Tortas Personalizadas,44291.0,6,0.0,27.7,9.2,16800.0,282931.0
7593,Galletas y Brownies,29547.0,12,0.0,25.1,4.4,9600.0,361166.0
7594,Postres Individuales,13155.0,4,0.0,27.1,14.4,24600.0,76743.0
7595,Galletas y Brownies,10018.0,14,0.0,30.0,8.6,15900.0,155834.0
7596,Bebidas,32909.0,11,0.1,43.6,10.1,18150.0,342789.0
7597,Postres Individuales,69379.0,7,0.0,34.3,6.0,12000.0,496384.0
7598,Panaderia Artesanal,78498.0,11,0.05,9.2,13.9,23850.0,844501.0
7599,Galletas y Brownies,76740.0,10,0.05,21.8,4.5,9750.0,738066.0
7600,Galletas y Brownies,78600.0,1,0.1,31.0,11.4,20100.0,91739.0
7601,Bebidas,77618.0,1,0.1,9.1,2.2,6300.0,78155.0
7602,Bebidas,47178.0,5,0.0,42.1,8.3,15450.0,251855.0
7603,Tortas Personalizadas,22553.0,9,0.0,4.9,8.9,16350.0,221360.0
7604,Tortas Personalizadas,68844.0,5,0.05,28.1,3.2,7800.0,333674.0
7605,Tortas Personalizadas,22097.0,4,0.1,44.0,5.2,10800.0,90343.0
7606,Bebidas,26377.0,8,0.0,33.2,3.1,7650.0,220322.0
7607,Tortas Personalizadas,23660.0,13,0.05,31.0,12.8,22200.0,314082.0
7608,Tortas Personalizadas,46199.0,5,0.1,44.9,10.0,18000.0,226323.0
7609,Panaderia Artesanal,30746.0,1,0.1,35.9,7.0,13500.0,39646.0
7610,Tortas Personalizadas,17332.0,7,0.05,43.7,8.6,15900.0,133670.0
7611,Galletas y Brownies,41254.0,11,0.0,31.9,5.5,11250.0,463908.0
7612,Bebidas,74913.0,4,0.0,30.4,6.7,13050.0,312987.0
7613,Postres Individuales,50644.0,10,0.0,34.7,9.5,17250.0,522645.0
7614,Panaderia Artesanal,75267.0,5,0.0,9.7,3.6,8400.0,382883.0
7615,Bebidas,20670.0,13,0.15,36.6,2.4,6600.0,235635.0
7616,Bebidas,18358.0,6,0.0,43.7,14.2,24300.0,137055.0
7617,Galletas y Brownies,51046.0,13,0.0,28.1,3.9,8850.0,671290.0
7618,Tortas Personalizadas,42066.0,7,0.0,2.0,7.7,14550.0,307430.0
7619,Galletas y Brownies,57814.0,11,0.05,4.6,11.5,20250.0,623523.0
7620,Tortas Personalizadas,68570.0,2,0.05,11.7,8.6,15900.0,145641.0
7621,Tortas Personalizadas,65105.0,14,0.05,22.9,9.7,17550.0,884052.0
7622,Bebidas,80381.0,1,0.15,19.5,2.9,7350.0,72797.0
7623,Tortas Personalizadas,36861.0,12,0.0,44.1,6.2,12300.0,456320.0
7624,Panaderia Artesanal,21511.0,3,0.0,42.6,10.5,18750.0,85355.0
7625,Panaderia Artesanal,49073.0,10,0.1,18.6,3.5,8250.0,450469.0
7626,Panaderia Artesanal,13859.0,12,0.1,36.1,7.5,14250.0,162273.0
7627,Bebidas,28108.0,1,0.0,29.2,9.0,16500.0,46237.0
7628,Galletas y Brownies,21631.0,4,0.0,12.1,11.9,20850.0,106657.0
7629,Postres Individuales,36725.0,6,0.1,42.0,3.6,8400.0,206972.0
7630,Tortas Personalizadas,13897.0,5,0.0,12.8,14.7,25050.0,94461.0
7631,Postres Individuales,7547.0,13,0.0,39.4,14.5,24750.0,121055.0
7632,Galletas y Brownies,57544.0,11,0.1,29.2,0.7,4050.0,576655.0
7633,Galletas y Brownies,53820.0,4,0.0,28.5,5.8,11700.0,225004.0
7634,Bebidas,61669.0,7,0.05,38.0,1.5,5250.0,415368.0
7635,Panaderia Artesanal,57831.0,13,0.0,23.0,5.1,10650.0,762675.0
7636,Panaderia Artesanal,14144.0,11,0.0,38.6,9.3,16950.0,172620.0
7637,Galletas y Brownies,28286.0,11,0.05,25.4,9.3,16950.0,312905.0
7638,Bebidas,15362.0,6,0.0,44.3,1.9,5850.0,98033.0
7639,Bebidas,72438.0,3,0.1,30.2,10.3,18450.0,214620.0
7640,Tortas Personalizadas,64752.0,9,0.0,17.8,12.8,22200.0,603476.0
7641,Panaderia Artesanal,21122.0,5,0.0,34.7,9.7,17550.0,121392.0
7642,Galletas y Brownies,32305.0,13,0.0,23.7,5.0,10500.0,432136.0
7643,Postres Individuales,82329.0,10,0.1,36.6,0.5,3750.0,745424.0
7644,Panaderia Artesanal,52533.0,1,0.0,37.8,9.9,17850.0,70145.0
7645,Tortas Personalizadas,69092.0,13,0.0,28.3,10.3,18450.0,918619.0
7646,Bebidas,26167.0,6,0.0,39.4,10.8,19200.0,176987.0
7647,Galletas y Brownies,21804.0,5,0.05,19.0,1.1,4650.0,109314.0
7648,Panaderia Artesanal,67713.0,10,0.0,4.0,8.0,15000.0,694360.0
7649,Postres Individuales,59870.0,8,0.15,30.3,6.5,12750.0,420069.0
7650,Tortas Personalizadas,59478.0,4,0.2,34.8,11.6,20400.0,210167.0
7651,Tortas Personalizadas,49211.0,12,0.0,4.7,11.0,19500.0,609402.0
7652,Panaderia Artesanal,50086.0,1,0.0,35.0,14.3,24450.0,71380.0
7653,Postres Individuales,63856.0,11,0.15,29.3,13.5,23250.0,618744.0
7654,Tortas Personalizadas,26600.0,2,0.0,6.6,8.6,15900.0,70231.0
7655,Galletas y Brownies,33221.0,8,0.15,25.0,14.7,25050.0,249724.0
7656,Tortas Personalizadas,74731.0,10,0.0,6.2,2.7,7050.0,753741.0
7657,Postres Individuales,29709.0,8,0.0,15.5,0.6,3900.0,242650.0
7658,Bebidas,48705.0,13,0.2,36.5,2.1,6150.0,512884.0
7659,Bebidas,61211.0,14,0.0,5.9,5.6,11400.0,868638.0
7660,Panaderia Artesanal,84994.0,5,0.0,21.5,11.5,20250.0,447246.0
7661,Postres Individuales,39823.0,6,0.05,27.8,6.1,12150.0,240259.0
7662,Tortas Personalizadas,39247.0,2,0.15,42.4,11.8,20700.0,84300.0
7663,Tortas Personalizadas,72407.0,11,0.0,33.6,11.3,19950.0,818844.0
7664,Bebidas,69440.0,12,0.15,7.6,12.0,21000.0,728816.0
7665,Bebidas,63486.0,9,0.05,43.6,3.2,7800.0,551559.0
7666,Galletas y Brownies,42058.0,6,0.2,22.3,8.0,15000.0,217178.0
7667,Bebidas,30915.0,12,0.1,17.6,10.8,19200.0,351852.0
7668,Galletas y Brownies,53698.0,9,0.05,7.1,4.6,9900.0,469655.0
7669,Tortas Personalizadas,75098.0,11,0.1,42.1,12.7,22050.0,764620.0
7670,Galletas y Brownies,75702.0,10,0.0,27.0,11.8,20700.0,777160.0
7671,Galletas y Brownies,13680.0,3,0.15,44.5,2.2,6300.0,42271.0
7672,Panaderia Artesanal,39268.0,6,0.0,9.1,3.7,8550.0,243037.0
7673,Bebidas,42178.0,10,0.0,25.2,3.9,8850.0,427677.0
7674,Galletas y Brownies,83209.0,5,0.05,6.3,13.2,22800.0,416758.0
7675,Tortas Personalizadas,59240.0,9,0.0,24.3,3.2,7800.0,542856.0
7676,Postres Individuales,37580.0,13,0.1,40.2,9.5,17250.0,458370.0
7677,Galletas y Brownies,7085.0,10,0.1,6.3,1.4,5100.0,69614.0
7678,Bebidas,50231.0,1,0.0,13.2,8.5,15750.0,66546.0
7679,Panaderia Artesanal,12686.0,9,0.0,31.2,2.5,6750.0,123919.0
7680,Tortas Personalizadas,71756.0,5,0.05,4.8,8.8,16200.0,358940.0
7681,Panaderia Artesanal,65201.0,1,0.15,21.2,5.8,11700.0,65973.0
7682,Postres Individuales,41841.0,10,0.1,16.0,9.3,16950.0,394209.0
7683,Galletas y Brownies,39337.0,8,0.0,38.0,6.2,12300.0,327934.0
7684,Galletas y Brownies,76787.0,7,0.2,3.6,12.9,22350.0,451293.0
7685,Bebidas,28077.0,14,0.0,39.1,11.5,20250.0,413938.0
7686,Galletas y Brownies,24922.0,6,0.0,32.1,12.7,22050.0,170400.0
7687,Tortas Personalizadas,80136.0,2,0.0,14.4,3.7,8550.0,168723.0
7688,Postres Individuales,69740.0,5,0.0,10.1,2.7,7050.0,355466.0
7689,Panaderia Artesanal,70650.0,3,0.05,42.8,8.6,15900.0,219145.0
7690,Postres Individuales,20616.0,2,0.05,25.6,13.2,22800.0,63456.0
7691,Galletas y Brownies,16464.0,14,0.1,16.5,2.1,6150.0,212219.0
7692,Panaderia Artesanal,7082.0,10,0.05,3.4,3.9,8850.0,79194.0
7693,Bebidas,23963.0,1,0.0,8.7,11.3,19950.0,44900.0
7694,Postres Individuales,66935.0,9,0.05,27.5,7.2,13800.0,583958.0
7695,Panaderia Artesanal,24203.0,2,0.0,23.8,9.3,16950.0,63924.0
7696,Panaderia Artesanal,63328.0,13,0.05,34.5,9.1,16650.0,796806.0
7697,Panaderia Artesanal,25153.0,11,0.0,37.8,6.5,12750.0,288715.0
7698,Tortas Personalizadas,36623.0,1,0.0,18.8,10.7,19050.0,58284.0
7699,Postres Individuales,83653.0,14,0.0,5.9,12.9,22350.0,1193414.0
7700,Panaderia Artesanal,24585.0,7,0.15,35.9,13.7,23550.0,170261.0
7701,Postres Individuales,35110.0,9,0.05,25.6,1.2,4800.0,307935.0
7702,Panaderia Artesanal,29087.0,6,0.15,44.1,8.5,15750.0,162736.0
7703,Bebidas,13770.0,8,0.0,36.1,1.1,4650.0,115323.0
7704,Bebidas,44192.0,11,0.2,15.8,13.6,23400.0,413932.0
7705,Bebidas,35295.0,7,0.0,20.1,6.7,13050.0,258787.0
7706,Galletas y Brownies,60591.0,9,0.1,11.7,13.6,23400.0,515439.0
7707,Panaderia Artesanal,70408.0,7,0.0,23.8,3.2,7800.0,501026.0
7708,Galletas y Brownies,48540.0,13,0.0,32.4,2.9,7350.0,636328.0
7709,Postres Individuales,7576.0,6,0.1,28.1,13.7,23550.0,65815.0
7710,Galletas y Brownies,54514.0,1,0.1,16.4,14.1,24150.0,73715.0
7711,Postres Individuales,9431.0,9,0.1,37.3,11.6,20400.0,96936.0
7712,Postres Individuales,54309.0,10,0.0,6.1,3.7,8550.0,552188.0
7713,Postres Individuales,59802.0,5,0.1,7.7,3.0,7500.0,279030.0
7714,Galletas y Brownies,20821.0,13,0.0,19.1,11.3,19950.0,290655.0
7715,Panaderia Artesanal,70548.0,2,0.0,32.0,9.7,17550.0,157446.0
7716,Galletas y Brownies,77887.0,14,0.15,31.7,13.1,22650.0,947566.0
7717,Panaderia Artesanal,70047.0,12,0.05,17.4,4.5,9750.0,807134.0
7718,Panaderia Artesanal,29409.0,11,0.2,31.8,4.8,10200.0,267637.0
7719,Postres Individuales,51931.0,8,0.0,4.1,11.1,19650.0,434109.0
7720,Galletas y Brownies,78185.0,13,0.2,14.1,4.4,9600.0,822455.0
7721,Panaderia Artesanal,30653.0,4,0.05,31.7,7.2,13800.0,131425.0
7722,Bebidas,70602.0,14,0.05,9.5,8.0,15000.0,952583.0
7723,Panaderia Artesanal,5758.0,3,0.0,10.8,10.2,18300.0,34243.0
7724,Bebidas,5292.0,13,0.1,5.3,5.5,11250.0,72910.0
7725,Galletas y Brownies,65777.0,1,0.1,17.4,12.9,22350.0,81533.0
7726,Galletas y Brownies,65916.0,5,0.0,37.4,6.3,12450.0,343211.0
7727,Galletas y Brownies,68118.0,3,0.1,37.9,1.1,4650.0,188903.0
7728,Panaderia Artesanal,79402.0,4,0.0,39.0,1.5,5250.0,323530.0
7729,Tortas Personalizadas,14433.0,9,0.1,3.1,14.6,24900.0,142035.0
7730,Panaderia Artesanal,23559.0,11,0.2,44.7,9.5,17250.0,222481.0
7731,Panaderia Artesanal,77298.0,14,0.0,23.4,7.6,14400.0,1094205.0
7732,Postres Individuales,19179.0,7,0.05,39.5,13.1,22650.0,146943.0
7733,Postres Individuales,59578.0,11,0.0,40.9,10.9,19350.0,672881.0
7734,Panaderia Artesanal,47437.0,5,0.05,23.9,3.1,7650.0,232488.0
7735,Bebidas,11655.0,8,0.15,3.7,0.6,3900.0,83554.0
7736,Postres Individuales,27821.0,6,0.0,27.5,14.7,25050.0,188313.0
7737,Panaderia Artesanal,46630.0,10,0.0,16.0,9.6,17400.0,482439.0
7738,Tortas Personalizadas,73188.0,2,0.1,10.5,7.4,14100.0,145002.0
7739,Bebidas,61603.0,7,0.05,9.4,14.2,24300.0,433132.0
7740,Galletas y Brownies,54751.0,1,0.0,25.8,5.9,11850.0,65787.0
7741,Panaderia Artesanal,44683.0,3,0.0,6.0,11.0,19500.0,151411.0
7742,Panaderia Artesanal,28895.0,12,0.0,37.2,10.2,18300.0,364649.0
7743,Bebidas,14540.0,1,0.0,11.4,10.3,18450.0,31580.0
7744,Postres Individuales,37726.0,14,0.1,25.4,10.3,18450.0,495662.0
7745,Postres Individuales,7281.0,1,0.0,7.0,0.7,4050.0,12981.0
7746,Postres Individuales,21884.0,5,0.05,38.9,12.5,21750.0,124383.0
7747,Galletas y Brownies,39599.0,6,0.0,31.6,13.9,23850.0,260314.0
7748,Bebidas,38488.0,12,0.0,10.5,7.0,13500.0,477987.0
7749,Bebidas,8544.0,3,0.0,32.6,8.6,15900.0,39387.0
7750,Postres Individuales,52125.0,14,0.05,5.1,5.2,10800.0,704128.0
7751,Postres Individuales,48975.0,3,0.0,35.1,11.9,20850.0,169973.0
7752,Tortas Personalizadas,11248.0,3,0.2,22.8,11.2,19800.0,45403.0
7753,Tortas Personalizadas,80453.0,1,0.0,6.7,11.2,19800.0,97837.0
7754,Panaderia Artesanal,12951.0,5,0.0,25.4,11.2,19800.0,83718.0
7755,Panaderia Artesanal,73387.0,1,0.0,10.2,3.7,8550.0,81506.0
7756,Bebidas,5025.0,10,0.0,30.8,2.1,6150.0,56619.0
7757,Bebidas,75582.0,10,0.1,32.3,5.0,10500.0,690882.0
7758,Galletas y Brownies,6578.0,3,0.15,34.6,8.8,16200.0,33532.0
7759,Galletas y Brownies,65625.0,13,0.0,40.4,6.3,12450.0,861614.0
7760,Tortas Personalizadas,33935.0,6,0.05,30.0,4.1,9150.0,202637.0
7761,Panaderia Artesanal,64057.0,11,0.05,22.9,0.8,4200.0,672480.0
7762,Tortas Personalizadas,37140.0,6,0.2,38.7,2.3,6450.0,186655.0
7763,Tortas Personalizadas,10673.0,3,0.0,40.6,2.0,6000.0,39113.0
7764,Panaderia Artesanal,66401.0,9,0.0,35.5,14.4,24600.0,623646.0
7765,Galletas y Brownies,10700.0,8,0.05,42.5,11.8,20700.0,103487.0
7766,Panaderia Artesanal,78770.0,11,0.0,44.1,2.3,6450.0,873114.0
7767,Postres Individuales,9078.0,3,0.1,12.4,7.3,13950.0,37734.0
7768,Postres Individuales,43346.0,5,0.15,9.5,10.0,18000.0,201968.0
7769,Postres Individuales,62843.0,5,0.0,21.0,14.4,24600.0,340197.0
7770,Bebidas,36460.0,14,0.1,44.9,4.4,9600.0,468540.0
7771,Galletas y Brownies,22379.0,5,0.15,5.3,4.3,9450.0,104663.0
7772,Galletas y Brownies,65727.0,3,0.15,32.5,8.7,16050.0,183489.0
7773,Bebidas,67744.0,5,0.1,38.5,12.9,22350.0,326785.0
7774,Tortas Personalizadas,78816.0,5,0.1,44.8,4.6,9900.0,366438.0
7775,Postres Individuales,35093.0,4,0.0,28.5,2.3,6450.0,146019.0
7776,Postres Individuales,45500.0,4,0.15,18.0,4.4,9600.0,162603.0
7777,Tortas Personalizadas,34050.0,2,0.0,8.7,7.0,13500.0,82606.0
7778,Panaderia Artesanal,25567.0,9,0.0,44.2,5.7,11550.0,241417.0
7779,Panaderia Artesanal,65083.0,7,0.0,41.7,13.0,22500.0,477202.0
7780,Galletas y Brownies,32172.0,1,0.1,36.5,14.2,24300.0,52523.0
7781,Bebidas,39252.0,5,0.0,42.6,6.0,12000.0,207722.0
7782,Galletas y Brownies,37294.0,2,0.1,4.1,12.4,21600.0,87617.0
7783,Panaderia Artesanal,62013.0,10,0.05,29.0,1.5,5250.0,596705.0
7784,Tortas Personalizadas,78424.0,6,0.0,13.5,8.5,15750.0,487928.0
7785,Galletas y Brownies,58340.0,7,0.0,34.8,12.6,21900.0,428343.0
7786,Postres Individuales,42727.0,12,0.0,5.7,6.6,12900.0,524688.0
7787,Postres Individuales,67336.0,2,0.0,12.8,2.6,6900.0,141024.0
